# Folkets lexikon sv→en (CC BY-SA 2.5)
# 36329 entries from folkets-lexikon.csc.kth.se
-procentig	per cent
påföljd	consequence
påföra	debit
pågå	be going on
pågående	ongoing
pågående, under utarbetande	pending
pågår	pending
påhitt	idea, invention
påhittad	imaginary
påhittig	ingenious
påhittighet	creativity
påhopp	attack
påhälsning	(unwelcome) visit
påhäng	burden, hanger-on
påk	thick stick
påkalla	call for, demand, summon
påkläda	dress, dressed, upptar
påkostad	expensive, lavish
påkörd	run over
påla	drive piles (into the ground to reinforce foundations)
pålaga	duty, tax
påle	pole
pålitlig	reliable
pålitlighet	Reliable, confirmera, reliability, reliance, trustworthiness, trustworthy, trustworthyness
pålle	gee-gee, horsey
pålägg	additional charge, food put on bread to make a sandwich
påläggs|kalv	bright prospect, rising (up-and-coming) young man
påläst	educated, well briefed, well informed, well read, well-read, educated
påminna	remind, resemble
påminnelse	reminder
pånyttföda	regenerate
pånytt|födelse	rebirth, renaissance
påpasslig	attentive
påpeka	point out
påpälsad	muffled-up, well wrapped-up
påringd	Prefecture, called, utföra
påringning	phone call
påse	bag
påseende	examination, inspection
påsk	Easter
påskfirande	Easter celebrations
påskhare	Easter bunny
påskina	pretend
påskrift	text
påskynda	speed up
påsk|käring	Easter witch
påsk|lilja	daffodil
påsk|ris	Easter decoration of a sprig of (birch) twigs decked with coloured feathers
påskägg	Easter eggs
påskön	Easter Island
påslag	increase, rise
påstigning	boarding
påstridig	obstinate
påstå	say, state
påstående	assertion, statement
påstötning	reminder
pås|lakan	duvet cover
pås|sjuka	mumps
påta	poke about
påtaglig	evident, obvious
påtala	complain of, criticize
påtar sig	assume, take
påtryckargrupp	pressure-group
påtryckning	pressure
påtryckningsmedel	leverage, sanction
påträffa	find
påträffar	stumble upon
påträngande	assertive, pushy
påtvinga	force on
påtvingad	enforced
påtänd	high
påtända	Set alight, high, jacked up
påtår	refill, second cup
påve	Pope
påver	poor
påverka	affect, influence
påverkan	influence
påverkning	effect
påverkningsförsök	try to influence
påveval	pope election
påvisa	point out, prove
påvisbar	demonstrable, reciprocal
påöka	increase
pö om pö	bit by bit
pöbel	mob, hoi polloi
pöl	pool
pölsa	hash
pösa	swell
pösig	puffy
quisling	quisling
quiz	frågesport
rabalder	commotion, uproar, shindy
rabarber	rhubarb
rabatt	discount, flower bed
rabattbiljett	discount ticket
rabatterade	discounted
rabbin	rabbi
rabbla	reel (rattle) off
rabiat	rabid
rabies	rabies
rabiesfritt	rabid free, rabies-free
rabiessmitta	rabies infection
racer	racer
racerbil	racing car
racerbåtar	speedboats
racercykel	race bike, racer bike, racing bicycle, racing bike
rack	rack
racka ner	run down
rackare	rascal
rackar|tyg	mischief
racket	racket
racketfodral	racket case
rad	line, row, series
rada upp	line up
radar	radar
radarpassning	radar monitoring
radarsystem	radar system
radarutrustning	radar
radar|kontroll	radar speed check
radar|par	couple with a lot of mutual understanding
radavstånd	line space, ljudlänk, space
radda	a lot (pile) of
rader	rows
radera	erase
raderas	erased
rader|gummi	eraser, rubber
radiator	kylare
radie	radius
radiell	radial
radikal	radical
radikalisering	radicalisation
radikaliseringen	radicalisation
radikalt	radical
radio	radio
radioaffär	radio business
radioaktiva	radioactive
radioaktivitet	radio-activity
radioamatör	radio amateur
radioantenn	radio antenna
radiodebatt	radio debate
radiofrekvens	radio frequency
radiofyr	radio-beacon
radioförbindelse	radio connection, radio link
radioföretag	broadcasting company, radio company
radiointervju	radio interview
radioisotop	radioisotope
radiokontakt	cavet, radio contact, radiocontact
radiokontroll	radio control
radiokälla	radio source
radiologi	Radiology
radiomeddelande	radio message
radiomottagare	radio, radio receiver, radioreceiver
radioproducent	radio producer
radiosamtal	radio call
radiosond	wrt
radiostation	radio-station
radiostudio	studio
radiosändare	radio transmitter
radiosändning	radio transmission
radioteater	radio theatre
radiotelefoni	radiotelephony
radiotelegrafist	radio operator
radiovåg	radio wave
radio|aktiv	radioactive
radium	radium
radiumbehandla	radium treat
radiumhalt	radium concentration
radiumterapeutisk	radium therapeutic
radon	radon
rad|band	rosary
rad|hus	House, row house, terrace(d) house, townhouse
raffel	thriller
raffig	chic, refined, very smart
raffinaderi	refinery
raffinemang	refinement
raffinera	refine
raffinerad	refined
rafflande	hair-raising, thrilling
rafsa	throw together
ragata	bitch, cow
ragg	hackles, hair
ragga	pick up, chase (girls)
raggare	member of a gang of youths who ride about in big American cars
ragg|munk	potato pancake
ragg|socka	thick sock
ragla	stagger
ragnarök	doomsday, the end of the world
ragu	ragout
raid	raid
rak	honest, in a row, quite, absolute, straight
raka	shave, straight
raket	rocket
raketbränsle	rocket fuel
raketdriven	rocket driven, rocket powered
raketmotor	rocket engine
raketsignal	rocket signal
raketuppskjutning	rocket launch
raklödder	shaving foam, shavingfoam
rakspegel	shaving mirror
rakt	straight
rak|apparat	electric razor, shaver
rak|blad	razor blade
rak|hyvel	safety razor
rak|ryggad	straight-backed, upright
rak|sträcka	straight (stretch)
rak|vatten	after-shave preparation (lotion)
raljant	bantering, teasing
raljera	banter, tease
rallare	navvy
rally	rally
rallyförare	rally driver
ram	frame
rama in	frame
rama|skri	outcry
ramla	fall
ramma	ram
ramp	footlights, ramp, stage lights
ramponera	damage, wreck
ramp|feber	stage fright
ramp|ljus	limelight
ramsa	string of words
ramverk	framework
ram|avtal	skeleton (blanket) agreement
ram|lag	basic act, skeleton law
rand	edge, border; stripe, streak, rib
randas	come
randig	streaky, striped
randomisering	randomization
randområdena	fringe areas
randvillkor	boundary condition
rang	rank
ranger|bangård	(switchyard [US]), (train) shunting (marshalling) yard
ranglig	lanky, rickety
ranglista	ranking list, rankinglist
rangordna	rank, place in order of precedence (rank, preference)
rang|ordning	order of precedence (rank, preference)
rank	unsteady
ranka	creeper, place, rank, seed
rankning	Rank
rann	ran
rannsaka	examine, search
rannsakan	examination, search
ranson	ration
ransonera	ration
ransoneringssystem	rationing system
rap	belch, burp
rapa	belch, burp
rapp	blow, quick
rappa	plaster
rappa på	hurry up
rappa till	beat, lash
rappakalja	drivel, rubbish
rappning	plaster(ing), rapping
rapport	report
rapportera	report
rapportering	reporting
rapporteringssystem	report system
raps	rape
rapsfrön	rapeseed
rapsodisk	rhapsodic
rapsolja	canola oil, cold-pressed rapseedoil, rapeseed oil
rar	nice, rare
raring	darling
raritet	rarity
raritetsvärde	rarity value
ras	avalanche, breed, landslide, landslip, race, stock
rasa	collapse, rampage
rasande	awfully, terribly, furious
rasdiskriminerande	racial discrimination
rasera	demolish, destroy
raseri	fury
raserianfall	tantrum
raseriutbrott	Tantrum, rage
rashat	racial hatred
rasism	racism
rasist	racist
rasistisk	racist
rask	fast, quick
raska på	hurry (up)
raskt	expeditious
rasp	rasp
raspa	rasp, scrape, scratch
raspig	grating, rasping
raspolitik	race politics
rasrenhet	racial purity
rassel	rattle
rassla	clatter, jingle, rattle
rast	break
rasta	exercise, have a rest
rastertäthet	grid density
rastlös	restless
rastställe	rest area
ras|fördom	racial prejudice
rasåtskillnad	racial segregation
rata	reject
ratificera	ratify
ratificeringens	tenant
ration	ration
rationalisera	rationalize
rationalisering	rationalization, reorganization
rationalitet	rationality
rationell	rational
ratt	steering wheel
ratta	drive
rattmuff	steering wheel cover
rattväxel	steering gear
ratt|fylleri	driving under the influence of drink
rauk	sea-stack
ravin	ravine
razzia	raid
rea	sale, sell off
reagenserna	reagents, the reagents
reagera	react
reaktion	reaction
reaktionsdrift	jet propulsion
reaktionstid	reaction time, time of reaction, time to react
reaktionär	reactionary
reaktivera	reactivate
reaktivt	reactive
reaktor	reactor
reaktoravfall	Reactor waste, nuclear waste
reaktorer	reactors
reaktorhaveri	reactor breakdown, reactor malfunktion
reaktorsäkerhet	reactor safety
real-	real
realexamen	abstain
realia	life and institutions, social background
realisation	sale
realisations|vinst	capital gains
realisera	put into practice, realize, sell off
realisering	realization, sale
realism	realism
realist	realist
realister	realists
realisterna	realist, realists, the realists
realistisk	realistic
realitet	reality
realtidssystem	real time system
real|lön	real wages
reapris	Sale price, sale
rebell	rebel
rebelledare	rebel leader
rebellerna	the rebels
rebellrörelse	rebel movement
rebus	picture puzzle, rebus
recensent	critic
recensera	review
recension	review
recept	prescription, recipe
receptbelagd	prescription-only
receptbelägga	Indemnity, prescribe
receptbok	recipe book
receptfri	non-perscription, non-prescription, prescription-free
reception	reception
receptionist	Receptionist
receptionsdisk	reception desk
receptivitet	ability, receptiveness, receptivity
receptor	Receptor
receptskrivning	prescription
recession	recession
recidiv	relapse
recipient	adressat, mottagare
recitatör	recitator
recitera	recite
red	rode
reda	sort out
reda sig	manage
reda ut	figure out, mud, solve, sort out, sort things out, sorth it out, to make it clear
redaktion	editorial staff
redaktör	editor
redan	already
redare	shipowner
redbar	honourable, upright
redd	roads, roadstead
rede	nest
rederi	shipping company
rederibolag	shipping company, shipping lines
redig	clear, good, plain, proper, substantial
redigera	edit
redigering	editing
redlig	honest, upright
redlös	disabled
redo	prepared, ready
redogöra	describe, give an account of
redogörelse	account, report
redovisa	review, show
redovisning	account(s)
redovisningscentral	Accounting central
redovisningskonsult	accounting consultant, robust
redovisningssystem	accounting system
redskap	tool
reducera	reduce
reducerad	reduced
reduktion	reduction
redundant	redundant
reell	actual, real
referat	account, report, review, summary
referens	reference
referensbok	book of references
referenslitteratur	References, reference literature, reference litterature
referenspunkt	point of reference, reference point, terms of reference
referera	account, report, review
reflektera	reflect
reflekterad	reflected
reflektion	reflection
reflex	reflection, reflector, reflex, reflex (movement)
reflexion	reflection, reflexion
reflexiv	reflexive
reflexräddning	gife
reform	reform
reformation	the Reformation
reformatörerna	reformists
reformera	reform
reformförsök	attempt at reform, commute time, reform trial, reformation effort
reformistisk	reformistic
reformorienterad	reform-oriented
reformperiod	reform period
reformvänlig	pubert, reform friendly, reformfriendly
refräng	chorus, refrain
refrängsångare	chorus singers
refug	(traffic) island
refusera	reject
regalier	regalia
regal|skepp	man-of-war, ship of the line
regatta	regatta
regel	bolt, custom, rule
regelbaserad	rules-based
regelbundet	periodically
regelmässig	regular
regelverk	framework, regulations, rules
regelvidrigt	against regulations
regel|bunden	regular, settled
regel|rätt	regular
regel|vidrig	against (in breach of) the rules
regemente	regiment
regementsmusik	regimental music
regementsofficer	regimental officer
regent	regent
regera	govern, rule
regering	government
regeringsansvar	Government responsibility
regeringsbeslut	government decision
regeringschef	head of goverment, head of government
regeringschefsnivå	head-of-government level
regeringsform	form of government, government form
regeringskoalition	coalition government
regeringskonferens	government conference
regeringsmakt	tange
regeringsnivå	government level
regeringstjänsteman	Government official
regeringstrupperna	government troops
regerings|förklaring	prime minister&#39;s keynote speech
regerings|rätten	the Supreme Administrative Court
reggae	reggae
reggaemusik	reggae music
regi	direction
regim	regime, government
region	region
regional	regional
regionalpolitik	regional politics
regionalt	regional
regionplanering	regional planning
regiontrafik	regional transit
regissera	direct
regissör	director
register	directory, file, range, register
registerföra	keep register
registrera	register
registrerad	registered
registrerare	registrant
registrerings|besiktning	registration inspection
registrerings|bevis	certificate of registration
registrerings|skylt	number (license) plate
regla	bolt, lock
reglage	control, lever, regulator
reglemente	regulations, rules
reglementering	regulation
reglera	regulate, settle
reglerad	suspended, tightly regulated
reglerad invandring	controlled immigration
reglerare	regulator
reglering	regulation
regleringsförslag	government motion, preliminary adjustment, regulation proposal
regleringshysteri	Lord, brun, control hysteria
regn	rain
regna	rain
regncape	rain coat, rain poncho
regndroppe	rain drop, raindrop
regnfattig	with little rain
regnig	rainy
regnigt	pluvious
regnjacka	rain coat, raincoat
regnkläder	monitored, rain clothes, rainclothes, raincoat, raincoats, raincotes
